"X.1","X1","X2"
122,467,3039
153,409,2934
156,414,2935
157,414,2933
161,416,2932
163,402,2928
165,397,2928
168,362,2854
170,363,2856
173,359,2858
173,365,2864
174,369,2865
107,411,2794
110,411,2792
111,409,2797
107,409,2794
111,405,2788
113,401,2786
98,377,2930
99,368,2930
100,362,2932
101,362,2931
102,362,2932
94,367,2947
100,379,2961
97,385,2970
97,397,2953
98,407,2960
102,411,2950
111,436,2907
112,442,2902
116,444,2900
118,446,2900
117,448,2896
128,464,3135
133,456,3133
134,437,3229
134,426,3223
134,424,3222
132,418,3225
93,335,3132
90,338,3133
89,345,3137
90,338,3137
89,349,3139
88,304,3103
88,311,3098
88,306,3099
85,295,3057
78,306,3050
77,308,3030
84,321,2959
83,313,2954
84,316,2952
85,319,2941
85,319,2951
110,308,3056
107,300,3056
101,310,3063
95,322,3058
86,310,3069
85,314,3063
112,345,3006
112,348,3000
113,356,2997
117,353,2995
117,352,2993
102,365,3018
98,361,3017
97,366,3016
96,367,3003
98,358,3005
119,380,2956
80,385,2883
85,383,2882
80,391,2887
82,397,2880
83,406,2873
97,411,2672
96,400,2671
96,392,2685
97,388,2687
101,388,2693
104,386,2708
83,373,2847
87,357,2850
90,362,2859
92,359,2872
96,360,2876
89,286,2936
90,296,2939
90,295,2947
93,302,2945
93,316,2947
93,309,2940
97,339,2779
92,352,2821
91,349,2818
90,351,2827
90,346,2827
108,359,2854
106,356,2859
105,364,2864
103,353,2864
100,362,2864
95,367,2864
73,341,3042
73,342,3039
107,390,3027
107,404,3026
104,411,3023
117,418,2799
114,444,2803
117,445,2808
115,436,2807
116,435,2806
117,439,2814
109,338,2766
112,348,2765
116,357,2761
61,402,2785
64,401,2787
58,363,2779
59,355,2785
59,354,2785
55,348,2787
51,334,2790
51,327,2794
44,340,2724
43,341,2728
43,335,2729
44,333,2733
45,323,2736
35,297,2679
38,275,2675
38,272,2672
39,266,2657
39,259,2654
39,251,2652
26,285,2693
27,275,2693
26,271,2693
27,278,2692
28,285,2692
64,390,2609
64,401,2606
64,396,2597
64,406,2591
64,411,2589
64,414,2589
43,366,2624
42,373,2627
41,373,2627
41,372,2621
41,370,2619
25,388,2623
26,369,2654
28,365,2660
29,366,2659
26,377,2667
27,386,2671
22,510,2527
23,520,2525
24,523,2523
24,523,2522
24,504,2518
23,484,2522
2,389,2592
1,387,2596
5,423,2569
9,436,2574
7,435,2578
29,441,2642
28,434,2641
26,432,2634
25,423,2621
25,418,2614
22,423,2618
24,393,2636
23,385,2631
22,380,2624
13,423,2627
14,416,2634
13,420,2797
13,415,2797
14,414,2801
14,423,2807
16,412,2812
16,424,2815
6,424,2718
6,421,2737
5,413,2726
6,418,2731
24,389,2687
4,408,2663
4,399,2658
4,399,2665
4,409,2659
4,413,2655
4,414,2637
31,398,2620
33,411,2620
33,419,2630
33,424,2626
34,431,2628
41,405,2694
40,409,2704
40,406,2701
40,411,2689
39,416,2677
39,425,2675
40,430,2871
40,428,2864
40,431,2867
45,444,2870
48,446,2870
27,409,2964
2,460,2954
5,459,2947
NA,455,2946
NA,452,2938
3,449,2927
13,490,2899
7,489,2901
8,490,2893
8,484,2879
8,495,2880
3,513,2934
4,508,2932
13,437,2905
13,435,2900
12,420,2905
10,399,2902
16,405,2957
16,418,2956
16,413,2944
15,419,2936
13,419,2921
10,415,2984
8,401,2953
8,395,2939
22,432,2921
22,422,2924
22,441,2919
18,402,2866
18,412,2870
22,407,2868
25,400,2865
22,401,2868
10,372,2934
10,370,2941
11,378,2941
15,382,2936
58,367,2903
56,370,2899
61,381,2779
61,405,2790
60,404,2801
58,409,2800
59,409,2784
46,376,2801
47,408,2804
49,412,2807
45,410,2810
44,409,2826
2,407,2862
1,418,2891
1,411,2913
2,390,2909
1,387,2904
1,392,2915
8,355,2966
8,358,2960
6,358,2970
6,362,2981
7,369,2978
5,366,2991
1,524,3122
2,521,3121
2,534,3116
3,538,3118
4,541,3116
3,502,3213
2,504,3199
3,512,3205
4,510,3181
3,516,3176
5,514,3161
5,577,3094
3,577,2993
4,582,3004
5,579,3003
4,576,2994
5,530,2824
5,521,2825
5,519,2821
4,509,2821
4,501,2829
4,491,2840
3,430,2915
2,423,2911
3,423,2912
3,417,2986
2,415,2987
12,513,3007
13,508,3000
13,487,2998
NA,485,3023
1,484,3017
1,489,3011
10,409,2980
11,423,2968
12,424,2955
11,429,2944
24,418,2864
24,384,2955
25,382,2950
26,379,2928
27,383,2927
27,390,2909
28,388,2893
13,453,2894
14,451,2882
15,455,2879
17,458,2865
20,462,2872
5,495,2893
4,506,2882
3,507,2889
2,508,2891
2,497,2897
2,501,2899
2,509,3090
3,516,3115
2,519,3118
2,515,3132
1,514,3157
2,497,3243
2,520,3323
3,519,3349
3,517,3368
2,517,3395
1,515,3395
4,668,3422
2,673,3449
NA,668,3482
NA,677,3466
NA,669,3460
NA,663,3661
NA,674,3628
5,652,3555
5,662,3557
7,657,3553
6,656,3557
NA,656,3552
NA,653,3557
NA,658,3560
NA,654,3579
NA,662,3596
10,627,3577
10,623,3593
10,621,3605
NA,624,3650
NA,626,3664
NA,618,3656
NA,582,3770
NA,546,3786
NA,529,3803
NA,517,3793
NA,521,3797
NA,554,3748
NA,553,3749
NA,543,3752
NA,547,3764
NA,524,3692
NA,534,3694
NA,552,3692
NA,575,3689
NA,576,3696
NA,570,3706
NA,567,3714
NA,531,3660
NA,530,3665
NA,535,3668
NA,526,3678
NA,518,3678
NA,520,3684
3,541,3708
2,546,3704
2,544,3695
1,548,3708
3,550,3705
1,579,3598
1,580,3595
NA,574,3619
NA,571,3634
NA,563,3647
1,561,3653
NA,569,3696
NA,538,3701
NA,540,3711
1,528,3708
NA,520,3711
1,495,3576
1,505,3567
NA,504,3565
NA,503,3560
NA,503,3557
NA,501,3541
1,407,3557
1,411,3563
1,402,3513
1,402,3517
1,405,3522
1,406,3513
19,419,3431
18,416,3438
19,427,3443
19,426,3432
19,432,3449
NA,408,3390
1,404,3395
1,400,3392
1,423,3382
3,412,3379
3,418,3395
2,393,3231
2,394,3246
2,388,3260
2,389,3270
2,388,3281
2,474,3388
2,478,3394
2,489,3408
2,490,3414
NA,462,3407
NA,470,3416
1,429,3375
NA,427,3366
NA,418,3376
1,417,3391
NA,429,3397
11,443,3399
10,442,3397
10,453,3388
8,459,3403
8,464,3452
7,465,3489
6,438,3521
7,435,3529
6,440,3531
7,443,3537
6,451,3545
3,402,3394
3,413,3399
3,414,3410
3,418,3428
4,424,3434
8,435,3434
6,497,3377
2,538,3401
NA,525,3400
2,521,3411
1,514,3421
1,617,3354
2,602,3351
1,591,3354
1,582,3347
2,581,3343
6,589,3340
NA,607,3334
NA,611,3336
NA,455,3305
NA,459,3300
NA,464,3287
NA,543,3182
NA,550,3193
1,550,3191
NA,560,3192
NA,557,3182
NA,573,3180
NA,518,3119
NA,511,3115
NA,520,3058
NA,518,3062
NA,510,3062
2,569,3059
1,564,3056
2,565,3066
2,568,3066
2,558,3071
3,560,3068
15,587,3040
15,585,3033
17,586,3027
16,585,3019
16,560,2979
15,500,2895
16,502,2895
19,500,2896
21,501,2897
20,491,2893
21,483,2891
24,446,2819
29,457,2823
33,461,2831
34,465,2840
32,476,2828
26,499,2868
24,494,2871
26,512,2872
29,518,2866
31,506,2867
31,513,2868
45,485,2881
46,477,2880
48,480,2875
50,487,2880
52,487,2874
53,408,2721
57,398,2716
56,420,2739
57,417,2733
54,420,2728
52,416,2724
19,438,2525
21,435,2519
21,440,2523
22,436,2530
22,441,2543
25,485,2552
26,481,2565
29,485,2578
19,515,2560
19,519,2568
19,526,2570
31,446,2466
30,454,2481
28,465,2494
27,454,2497
25,447,2491
56,493,2500
57,488,2499
55,490,2490
55,500,2476
65,555,2501
69,561,2490
57,537,2199
61,538,2194
59,537,2201
60,538,2199
66,535,2206
52,562,2141
49,558,2135
48,553,2128
47,562,2129
48,570,2117
48,578,2113
34,517,2009
32,514,2006
35,522,2005
35,521,2011
38,528,2007
59,531,2092
59,536,2091
61,542,2096
59,554,2096
58,568,2101
59,577,2094
85,680,1912
64,670,1927
61,682,1928
59,677,1922
60,688,1915
32,693,1970
32,704,1970
32,696,1961
32,691,1959
32,682,1957
33,681,1957
70,593,1933
72,581,1934
4,602,1955
5,603,1963
6,582,1970
3,639,1940
3,633,1927
3,625,1926
3,637,1926
2,628,1942
2,629,1955
5,605,2122
5,605,2129
5,616,2133
53,595,2098
55,605,2098
29,627,2064
29,624,2064
31,620,2061
31,621,2075
28,606,2065
28,605,2065
44,521,2004
41,522,2001
39,513,2003
40,527,2004
40,521,2007
17,737,2070
17,752,2068
18,767,2068
19,779,2066
20,775,2067
21,782,2073
15,789,2045
16,788,2046
17,801,2049
18,800,2049
19,799,2068
5,834,2018
82,765,1922
82,766,1926
80,774,1928
78,789,1936
75,791,1937
50,804,2087
50,780,2086
50,779,2107
50,756,2106
53,729,2100
82,669,2145
84,655,2143
6,718,2168
9,716,2170
12,716,2176
15,702,2182
12,622,2178
14,617,2176
15,605,2182
15,585,2184
14,565,2176
4,592,2032
7,598,2035
8,588,2035
12,585,2034
25,671,2187
28,670,2185
7,655,2169
8,689,2166
8,696,2163
9,698,2166
12,725,2167
14,781,2113
13,783,2114
14,788,2116
18,764,2115
27,741,2122
34,676,2065
30,677,1971
30,696,1976
31,716,1988
32,702,1998
33,697,1997
35,684,2010
11,729,2048
11,702,2044
10,698,2043
16,681,2030
17,673,2022
NA,716,2200
NA,713,2203
NA,714,2201
NA,699,2198
1,690,2196
2,703,2195
50,579,2299
59,584,2303
69,579,2301
72,573,2300
69,576,2301
56,586,2320
38,549,2252
41,549,2256
38,550,2255
40,551,2251
39,549,2258
52,535,2275
49,535,2270
39,523,2269
42,527,2270
43,531,2267
40,524,2242
40,521,2244
43,537,2241
27,544,2282
23,547,2283
28,550,2278
20,558,2340
22,563,2338
19,581,2336
14,581,2334
12,589,2332
17,686,2402
16,687,2400
38,696,2398
41,707,2393
12,774,2407
15,785,2403
7,829,2394
3,835,2386
3,830,2376
10,829,2369
3,828,2366
1,918,2378
1,906,2367
2,909,2364
1,894,2357
NA,890,2355
9,746,2326
6,720,2415
7,724,2413
8,721,2413
9,721,2411
10,715,2406
12,800,2514
11,791,2513
10,800,2508
9,795,2504
11,784,2497
11,786,2494
11,736,2514
2,761,2533
2,752,2528
2,756,2522
2,777,2521
5,857,2593
5,872,2595
5,891,2594
5,902,2598
6,892,2595
3,893,2592
2,903,2605
5,898,2604
13,910,2562
15,920,2564
15,943,2558
13,833,2590
12,838,2584
9,851,2581
9,850,2573
10,837,2573
10,836,2573
14,934,2680
11,925,2682
16,934,2670
12,914,2665
16,893,2664
15,955,2702
17,942,2703
17,956,2703
17,946,2705
17,943,2704
13,943,2705
9,974,2609
8,972,2605
8,982,2605
7,983,2598
3,979,2596
NA,1035,2661
NA,1029,2663
NA,1030,2662
NA,1026,2659
NA,1033,2658
NA,1029,2650
NA,896,2743
NA,892,2739
NA,887,2737
6,885,2717
5,900,2715
NA,936,2759
9,936,2748
9,939,2753
9,933,2752
9,932,2754
9,942,2754
NA,804,2676
NA,790,2666
NA,787,2665
NA,771,2664
NA,774,2664
NA,790,2619
NA,796,2610
NA,794,2610
NA,817,2669
NA,824,2671
NA,803,2664
NA,833,2650
NA,822,2650
NA,808,2651
NA,815,2648
NA,814,2646
NA,698,2660
NA,711,2662
NA,714,2658
NA,697,2656
NA,712,2651
NA,704,2653
4,477,2593
4,469,2592
4,485,2589
4,481,2586
4,499,2577
NA,448,2556
NA,452,2555
NA,452,2553
NA,457,2555
NA,453,2555
NA,428,2582
NA,469,2463
NA,467,2460
NA,471,2458
NA,477,2456
NA,474,2455
NA,477,2489
NA,473,2489
NA,462,2490
NA,459,2493
NA,454,2494
NA,449,2496
NA,496,2491
NA,488,2501
NA,489,2501
NA,492,2508
NA,497,2506
NA,533,2474
NA,540,2476
NA,535,2474
NA,534,2475
NA,537,2476
NA,541,2477
NA,526,2430
NA,513,2426
4,512,2360
4,536,2357
4,530,2356
11,610,2389
11,608,2384
10,615,2381
11,597,2380
11,588,2374
10,571,2374
9,506,2412
9,505,2412
9,502,2415
NA,511,2431
NA,504,2428
NA,583,2321
NA,576,2321
NA,549,2321
NA,548,2324
NA,551,2324
NA,548,2321
4,527,2315
4,529,2313
3,528,2312
3,520,2313
3,515,2313
3,491,2264
2,481,2269
NA,466,2266
NA,453,2267
NA,444,2268
NA,443,2267
7,519,2303
7,510,2303
7,510,2305
7,505,2301
7,506,2293
5,532,2363
NA,538,2379
NA,535,2378
NA,529,2372
NA,530,2374
NA,529,2377
1,480,2417
1,477,2424
1,466,2420
1,473,2417
1,473,2408
NA,499,2338
NA,507,2341
NA,510,2336
NA,550,2285
NA,544,2281
NA,548,2245
NA,576,2250
NA,579,2245
NA,568,2240
1,572,2240
1,574,2239
5,540,2312
5,530,2306
5,523,2293
4,519,2287
4,526,2286
5,526,2279
5,531,2300
5,526,2302
5,516,2306
4,516,2307
4,515,2298
4,517,2293
8,430,2223
8,441,2224
8,439,2208
8,444,2206
2,446,2190
NA,496,2212
NA,488,2203
NA,477,2192
NA,480,2191
NA,483,2189
NA,485,2191
5,422,2034
5,418,2026
6,409,2019
7,398,2013
7,387,2012
NA,361,1927
3,353,1864
4,358,1868
4,361,1865
5,349,1867
6,345,1871
10,408,1927
9,403,1931
10,409,1936
10,410,1941
9,416,1934
1,484,1859
1,480,1860
3,497,1852
5,489,1849
6,484,1848
6,483,1854
NA,420,1844
NA,413,1842
NA,406,1839
NA,395,1838
NA,381,1839
NA,342,1889
NA,345,1881
NA,357,1881
1,350,1889
3,352,1936
2,356,1932
6,312,1901
5,306,1896
5,310,1894
5,317,1891
5,310,1895
NA,344,1845
NA,343,1844
NA,340,1841
NA,339,1841
NA,344,1840
NA,330,1818
NA,289,1714
NA,289,1709
NA,298,1709
NA,297,1711
NA,290,1717
NA,310,1811
NA,306,1811
NA,303,1810
NA,300,1808
NA,300,1817
NA,296,1817
NA,318,1816
NA,323,1816
NA,323,1814
NA,323,1811
5,321,1812
5,307,1781
5,295,1768
5,296,1740
5,290,1716
7,265,1699
10,266,1686
13,289,1730
15,289,1727
25,283,1693
27,277,1691
30,269,1681
34,211,1682
39,206,1668
43,211,1660
35,198,1644
38,198,1641
41,197,1642
44,221,1639
36,215,1641
37,216,1627
22,618,1883
22,611,1870
16,524,1906
16,526,1902
19,526,1903
24,526,1899
26,526,1902
27,539,1908
15,584,1805
15,581,1811
16,585,1809
17,585,1811
18,582,1816
79,129,1562
79,129,1546
74,128,1545
77,139,1536
77,140,1517
80,148,1504
59,215,1424
62,216,1399
62,208,1390
60,215,1384
63,207,1376
18,221,1350
11,206,1312
11,214,1309
12,200,1299
11,206,1298
11,206,1293
13,290,1300
14,284,1300
16,287,1292
18,270,1284
21,261,1282
24,287,1214
26,288,1210
22,282,1199
10,280,1192
10,291,1210
9,297,1197
22,321,1235
23,322,1234
23,337,1220
20,350,1213
22,339,1211
21,318,1186
24,328,1176
23,334,1175
25,336,1175
14,367,1146
14,362,1152
37,318,1109
37,324,1111
36,318,1110
36,314,1104
30,310,1095
42,328,1124
41,327,1119
39,329,1120
40,325,1096
41,327,1091
41,325,1091
37,251,1021
35,253,1025
35,256,1024
32,273,1038
33,276,1029
22,288,1004
21,303,1003
22,311,1004
15,320,994
13,330,988
12,333,987
11,341,998
14,390,1034
12,388,1027
9,386,1025
9,382,1022
28,448,1009
28,443,1015
29,429,1015
35,426,1013
34,432,1007
33,427,1007
33,363,983
32,357,981
31,353,983
22,327,939
20,324,935
24,316,820
23,323,819
21,327,826
20,326,828
19,321,829
18,322,826
24,335,802
23,329,796
22,327,795
20,322,795
24,291,835
26,280,831
26,278,831
27,276,828
29,270,828
32,277,827
37,277,827
44,257,931
47,263,930
47,270,930
47,271,928
48,275,933
40,280,896
39,265,866
38,268,862
38,277,864
39,283,863
40,280,861
20,265,886
19,265,886
19,267,886
23,264,890
25,264,888
33,279,868
37,275,873
31,253,781
29,257,785
28,265,784
27,270,784
29,247,744
29,247,744
30,252,746
30,250,748
30,253,751
38,152,841
37,150,842
37,142,843
38,138,845
57,115,937
56,124,935
55,211,947
58,211,951
56,231,954
54,241,957
55,238,956
44,186,955
42,178,956
41,193,964
41,192,964
38,183,959
64,188,952
51,221,910
48,218,910
49,221,904
51,222,901
52,223,901
54,247,904
26,253,896
27,248,890
27,252,898
28,247,896
28,244,895
51,270,878
33,259,886
33,259,895
34,256,899
35,250,906
36,242,907
36,246,880
36,248,880
36,250,879
36,251,883
35,245,882
58,175,907
58,176,906
57,219,862
56,221,862
57,226,860
55,226,858
59,189,924
57,197,929
56,206,927
55,209,917
44,226,912
43,244,803
42,241,807
41,237,801
41,242,802
59,223,780
59,222,784
65,245,781
66,233,779
67,232,777
66,233,778
66,235,780
57,242,666
56,243,671
53,241,683
51,240,678
51,237,687
40,238,841
29,231,876
29,242,875
29,253,870
31,252,868
30,261,860
32,296,696
33,299,703
33,302,695
35,304,696
38,314,698
38,318,700
28,302,779
50,240,715
49,240,706
46,240,709
47,244,703
102,245,696
102,245,702
98,253,705
98,255,707
98,256,702
98,254,707
113,280,647
114,277,644
90,277,668
89,277,669
87,287,668
97,361,640
96,378,645
93,392,641
90,399,640
91,405,642
88,412,638
59,317,556
61,336,560
61,340,559
61,336,558
92,311,542
79,343,493
81,340,493
78,338,495
71,347,498
72,331,502
73,336,505
93,284,593
93,284,594
95,279,593
94,280,588
95,283,585
102,289,568
106,275,565
102,272,569
103,267,566
102,265,569
102,261,570
121,279,583
119,282,604
116,285,600
112,284,594
106,288,596
133,284,711
138,286,705
108,257,725
109,260,716
106,259,718
102,259,707
110,271,646
112,269,646
110,267,653
108,266,658
110,266,660
109,240,669
109,239,669
110,236,678
81,248,682
81,248,681
81,250,677
79,289,683
78,292,677
79,287,671
83,283,676
84,281,667
96,266,636
100,262,627
98,260,629
85,254,625
79,256,627
89,243,642
91,277,714
97,279,716
94,279,715
94,282,714
97,284,716
113,340,769
109,332,764
111,333,767
110,329,768
115,326,763
111,323,761
135,349,755
240,311,710
240,314,713
