"ocean_region","rgn_name","area_km2","pressure","value"
"cpps","Ecuador",1079918,"nutrient",0.00423015676926058
"cpps","Peru",838324,"slr",0.00491315350171152
"cpps","Peru",838324,"organic",0.00500183371267207
"cpps","Panama",332644,"pel_hb",0.00511505558756445
"cpps","Peru",838324,"dem_nondest_lb",0.00524576157361807
"cpps","Chile",3657313,"pel_lb",0.00542858628446935
"cpps","Panama",332644,"direct_human",0.00548082912762852
"cpps","Panama",332644,"dem_dest",0.00565269000221564
"cpps","Costa Rica",576132,"nutrient",0.00591854623288693
"cpps","Chile",3657313,"slr",0.00614444745348875
"cpps","Peru",838324,"art_fish",0.00746630776276319
"cpps","Peru",838324,"pel_hb",0.00757903224778815
"cpps","Colombia",730703,"organic",0.00841952970435486
"cpps","Peru",838324,"nutrient",0.00871348382746717
"cpps","Colombia",730703,"slr",0.00898365564151494
"cpps","Panama",332644,"nutrient",0.0101445775073878
"cpps","Peru",838324,"dem_dest",0.0136105434950521
"cpps","Colombia",730703,"nutrient",0.0137145831000506
"cpps","Panama",332644,"slr",0.0195922297241952
"cpps","Peru",838324,"sst",0.036812639951782
"cpps","Peru",838324,"pel_lb",0.0711723121746934
"cpps","Chile",3657313,"shipping",0.0740018408576832
"cpps","Ecuador",1079918,"sst",0.0783217691139835
"cpps","Costa Rica",576132,"oa",0.106427876483068
"cpps","Ecuador",1079918,"shipping",0.110480838080307
"cpps","Ecuador",1079918,"oa",0.114030095586864
"cpps","Clipperton Island",433990,"shipping",0.123642192611714
"cpps","Clipperton Island",433990,"oa",0.136558463534481
"cpps","Costa Rica",576132,"shipping",0.159333760444804
"cpps","Peru",838324,"shipping",0.168648947780581
"cpps","Colombia",730703,"oa",0.174170414264595
"cpps","Panama",332644,"oa",0.179607703348883
"cpps","Costa Rica",576132,"sst",0.185645783681744
"cpps","Chile",3657313,"sst",0.200621618320303
"cpps","Colombia",730703,"shipping",0.255908004176464
"cpps","Panama",332644,"shipping",0.270365360196832
"cpps","Peru",838324,"oa",0.318899347084776
"cpps","Ecuador",1079918,"chi",0.320912793032776
"cpps","Clipperton Island",433990,"sst",0.375294979580746
"cpps","Chile",3657313,"oa",0.414281868720242
"cpps","Costa Rica",576132,"chi",0.46517105192378
"cpps","Panama",332644,"sst",0.593296964071832
"cpps","Clipperton Island",433990,"chi",0.635670884666815
"cpps","Peru",838324,"chi",0.65074733985082
"cpps","Colombia",730703,"sst",0.678965362635467
"cpps","Chile",3657313,"chi",0.715270183579965
"cpps","Panama",332644,"chi",1.09589765387788
"cpps","Colombia",730703,"chi",1.14466294183748
